Study Hours,Sleep Hours,Assignment Submitted,Topics to Cover,Topic Difficulty,Learning Capacity,Previous Test Score,Class Participation,Concentration Level,Distraction Time,Health Status,Study Environment,Revision Done,Time Left for Exam,Practice Tests Taken,Topic Familiarity,Predicted Score
4,8.7,Yes,1,Medium,High,96,Low,4,3.0,Okay,Quiet,No,0,2,First Time,72.6
9,7.1,Yes,5,High,Low,83,High,1,2.4,Healthy,Distracting,Yes,4,0,First Time,81.0
1,8.4,No,4,Low,Low,98,Medium,1,1.4,Okay,Quiet,No,4,2,Revision,40.4
4,4.7,Yes,2,Medium,Medium,95,High,3,3.4,Sick,Quiet,Yes,1,3,Revision,77.6
0,8.0,Yes,7,High,Medium,61,Medium,2,2.3,Sick,Distracting,Yes,1,0,First Time,24.4
8,4.6,No,2,Medium,Medium,56,High,1,3.6,Okay,Distracting,No,3,1,First Time,60.0
9,6.0,No,2,Medium,Medium,41,Medium,2,1.0,Healthy,Distracting,Yes,2,1,Revision,90.0
9,5.6,Yes,1,High,High,53,Medium,4,2.6,Okay,Quiet,Yes,4,3,First Time,100.0
8,6.9,No,2,Medium,Medium,67,Low,5,3.7,Okay,Distracting,Yes,1,2,First Time,73.4
5,5.5,Yes,2,Medium,High,52,Medium,3,1.5,Healthy,Quiet,Yes,2,0,First Time,88.0
8,7.2,No,3,High,Medium,95,Low,1,3.8,Healthy,Distracting,No,4,2,Revision,66.0
2,5.8,Yes,3,Low,Medium,77,Low,5,1.6,Okay,Distracting,Yes,1,3,Revision,73.4
3,8.3,No,2,Low,High,56,Low,1,1.8,Healthy,Distracting,Yes,3,0,Revision,62.8
5,7.2,Yes,2,Low,Medium,48,Medium,3,3.2,Sick,Quiet,No,3,1,First Time,72.2
3,5.1,No,3,Low,Low,79,Low,1,1.0,Okay,Quiet,Yes,1,2,First Time,46.2
0,5.7,No,1,High,High,53,Low,3,2.8,Sick,Quiet,Yes,3,0,Revision,37.8
6,8.2,No,3,High,High,41,Medium,5,1.2,Healthy,Quiet,No,2,2,First Time,73.2
4,5.9,No,7,Low,Low,81,Medium,4,2.4,Sick,Distracting,No,2,0,First Time,33.0
7,6.7,No,3,High,High,99,High,3,3.1,Healthy,Distracting,Yes,1,0,First Time,72.2
8,7.2,Yes,3,Low,Medium,60,High,4,0.1,Okay,Quiet,Yes,0,3,Revision,100.0
4,5.7,Yes,3,Medium,High,74,Medium,2,0.4,Healthy,Distracting,No,3,2,Revision,80.6
7,5.5,No,5,Medium,High,69,Low,5,3.7,Okay,Quiet,Yes,1,3,Revision,80.6
0,6.4,Yes,4,Medium,Low,56,Medium,3,3.3,Healthy,Distracting,Yes,3,3,Revision,53.2
0,5.1,Yes,7,Low,High,78,Medium,5,3.5,Healthy,Distracting,No,4,0,First Time,46.2
6,5.4,No,7,Medium,Medium,64,High,4,1.8,Sick,Distracting,Yes,4,2,Revision,61.2
5,4.3,Yes,1,Low,High,83,High,4,2.9,Sick,Distracting,No,3,0,Revision,81.8
4,5.5,Yes,6,High,High,98,Medium,5,4.0,Okay,Distracting,Yes,1,0,Revision,66.0
4,5.6,Yes,1,Medium,Low,78,Low,5,1.7,Okay,Quiet,Yes,2,1,Revision,78.8
8,8.8,Yes,7,Medium,Low,74,Medium,4,3.4,Sick,Distracting,No,1,3,First Time,63.6
0,6.9,No,2,Medium,High,45,Medium,5,0.3,Okay,Distracting,No,2,1,First Time,41.2
7,7.9,Yes,5,High,Medium,42,High,4,2.2,Okay,Distracting,Yes,3,2,Revision,85.8
1,4.2,Yes,2,Low,Low,75,Low,2,1.3,Sick,Quiet,Yes,3,0,First Time,45.8
6,4.5,Yes,1,Medium,Low,87,High,4,2.1,Healthy,Distracting,Yes,0,2,First Time,82.8
5,8.1,Yes,1,Medium,Medium,86,Low,1,0.5,Okay,Quiet,Yes,1,1,First Time,75.8
9,7.1,No,6,Low,Low,40,Medium,4,1.5,Okay,Quiet,No,1,1,Revision,82.8
1,5.0,Yes,6,Medium,High,73,Medium,2,0.3,Healthy,Distracting,Yes,0,1,First Time,53.4
2,6.0,No,2,Medium,Low,40,Low,4,1.8,Okay,Distracting,Yes,2,1,First Time,36.4
3,6.7,No,4,Medium,Medium,65,Low,5,1.8,Sick,Distracting,Yes,1,0,Revision,48.8
6,8.2,No,2,Low,High,57,Medium,2,1.3,Sick,Distracting,No,1,1,First Time,61.0
7,4.3,No,4,Medium,Medium,75,Low,3,3.8,Okay,Quiet,Yes,2,3,First Time,63.0
1,7.0,No,4,High,Medium,45,Medium,4,0.3,Okay,Distracting,Yes,4,3,First Time,39.4
7,7.6,Yes,3,Low,Medium,50,Low,5,3.3,Sick,Distracting,Yes,2,3,Revision,91.2
8,8.9,Yes,1,Medium,Medium,83,High,3,1.4,Healthy,Quiet,Yes,2,1,First Time,100.0
6,8.0,No,3,High,Low,79,Low,3,0.8,Sick,Quiet,Yes,3,1,Revision,58.4
0,5.4,No,1,High,Low,69,High,3,1.1,Healthy,Distracting,No,2,3,Revision,39.6
5,7.5,Yes,3,High,Low,53,High,1,3.6,Healthy,Distracting,Yes,1,3,First Time,65.8
7,7.8,Yes,4,High,Low,49,High,5,3.3,Healthy,Quiet,Yes,3,3,First Time,87.8
4,7.6,No,3,High,High,96,High,1,0.1,Healthy,Distracting,No,1,1,First Time,53.6
1,8.1,Yes,5,Medium,Low,70,High,5,0.6,Healthy,Quiet,No,0,1,First Time,56.6
4,8.5,Yes,3,High,Medium,97,High,5,2.7,Healthy,Quiet,No,0,0,First Time,70.6
7,4.5,No,6,Low,High,94,High,2,1.3,Okay,Quiet,Yes,1,2,Revision,84.4
1,4.5,No,6,Medium,Low,75,Low,3,3.7,Sick,Distracting,No,4,3,First Time,8.6
0,8.0,No,3,Medium,Low,54,Low,4,3.1,Sick,Quiet,Yes,1,2,First Time,24.8
3,5.3,No,3,High,High,69,High,2,3.5,Okay,Quiet,Yes,3,0,First Time,47.6
3,4.3,No,5,High,Low,87,High,4,0.8,Okay,Distracting,Yes,1,2,Revision,45.0
8,6.0,Yes,1,Medium,Medium,53,High,3,0.6,Healthy,Distracting,Yes,0,1,Revision,100.0
2,8.1,No,3,Low,Medium,86,Low,5,3.7,Sick,Quiet,Yes,4,1,First Time,43.4
3,4.6,Yes,1,Medium,Medium,62,Low,2,1.6,Healthy,Quiet,No,4,0,First Time,63.0
2,7.4,No,6,Medium,Medium,56,Medium,1,1.7,Okay,Quiet,Yes,0,3,First Time,41.8
1,4.0,No,2,High,Low,66,Medium,5,2.7,Healthy,Quiet,Yes,2,3,Revision,48.6
3,4.5,No,4,Low,Medium,83,Medium,1,1.6,Healthy,Distracting,No,1,1,Revision,49.8
7,5.8,No,2,High,Low,52,Low,5,3.5,Sick,Distracting,Yes,2,3,Revision,61.6
0,4.4,No,5,High,Low,53,Low,5,3.8,Sick,Quiet,Yes,3,1,Revision,19.2
7,8.2,No,5,High,Low,65,Low,3,1.3,Sick,Quiet,No,4,0,First Time,45.0
7,8.3,Yes,1,High,Low,82,Low,2,0.8,Healthy,Distracting,No,1,3,First Time,74.8
2,7.8,No,1,Low,High,50,High,4,0.3,Healthy,Distracting,Yes,1,0,First Time,67.8
9,5.2,No,7,High,High,77,Medium,3,0.9,Okay,Distracting,No,3,0,Revision,70.6
9,6.6,Yes,7,High,High,40,Medium,4,0.6,Okay,Distracting,No,4,3,First Time,87.0
5,4.9,Yes,3,Low,Medium,63,Medium,5,0.1,Okay,Distracting,No,0,0,Revision,83.6
3,5.4,No,7,Medium,Low,59,High,1,0.2,Okay,Quiet,No,0,0,First Time,34.4
0,6.6,Yes,2,High,Low,47,High,4,2.0,Okay,Distracting,Yes,2,3,Revision,55.2
0,7.7,Yes,1,Medium,Medium,47,Medium,1,2.8,Okay,Distracting,Yes,0,1,Revision,52.0
4,4.5,No,6,High,High,69,High,4,3.9,Okay,Distracting,No,3,1,First Time,37.2
7,5.5,No,1,High,Low,57,Low,1,0.6,Sick,Distracting,No,2,2,Revision,53.8
0,8.6,Yes,7,Low,Medium,93,High,3,2.8,Okay,Quiet,No,4,2,First Time,45.2
1,6.1,No,6,Low,High,52,Medium,4,2.2,Healthy,Quiet,Yes,3,0,First Time,51.8
6,8.7,Yes,1,Medium,Medium,97,Medium,3,1.9,Healthy,Distracting,No,4,1,First Time,77.8
7,9.0,Yes,7,High,Medium,85,High,3,2.9,Healthy,Distracting,No,4,0,Revision,74.2
2,6.6,Yes,4,Low,Low,86,Low,1,1.0,Sick,Quiet,No,2,3,Revision,57.2
7,5.4,Yes,1,High,High,75,Low,4,1.2,Healthy,Distracting,No,0,2,Revision,93.4
0,8.0,No,4,High,High,58,Medium,4,1.5,Healthy,Distracting,Yes,4,1,First Time,36.0
8,4.8,No,5,Medium,Low,52,Medium,2,0.7,Sick,Distracting,No,4,0,Revision,57.2
1,5.3,No,3,High,High,80,High,1,1.9,Healthy,Quiet,No,0,3,Revision,50.8
1,7.9,No,2,Low,Medium,87,Low,4,0.5,Sick,Quiet,No,3,0,Revision,48.2
3,6.2,No,1,Medium,Medium,99,High,5,1.3,Healthy,Quiet,No,1,3,First Time,67.8
9,5.0,No,4,Low,Medium,65,Medium,2,0.5,Healthy,Distracting,Yes,1,0,Revision,90.0
2,7.3,No,7,Medium,Low,99,High,4,0.1,Okay,Quiet,No,3,2,Revision,48.2
3,7.7,No,1,Medium,High,48,Medium,1,1.4,Healthy,Distracting,Yes,1,1,Revision,64.8
5,4.6,No,1,High,Low,73,Medium,5,2.5,Okay,Distracting,Yes,0,1,Revision,57.2
6,5.4,No,4,Medium,Low,92,High,4,0.6,Okay,Quiet,Yes,1,1,First Time,65.6
4,5.1,No,1,Medium,Low,70,High,3,4.0,Healthy,Quiet,Yes,2,1,Revision,65.2
1,5.9,No,2,High,Low,97,Medium,3,1.1,Healthy,Distracting,No,1,1,Revision,36.6
2,7.8,Yes,6,Medium,High,81,Low,5,0.1,Sick,Distracting,No,1,2,Revision,59.2
9,7.6,No,6,Medium,Medium,46,Low,5,0.1,Okay,Distracting,Yes,2,3,First Time,78.6
2,7.3,No,6,Low,Medium,48,Medium,5,2.7,Healthy,Quiet,No,3,1,Revision,57.0
4,4.0,No,7,Low,Medium,79,High,5,2.7,Okay,Distracting,Yes,0,0,Revision,56.6
4,4.7,No,6,High,High,65,Medium,1,3.6,Okay,Distracting,No,2,0,Revision,37.2
3,5.1,No,5,Medium,High,91,Low,3,0.4,Healthy,Quiet,No,3,3,Revision,62.4
7,5.4,Yes,3,High,High,90,Medium,4,1.5,Healthy,Distracting,Yes,1,1,Revision,94.8
5,4.7,Yes,1,High,Medium,72,Medium,4,3.6,Okay,Distracting,No,3,1,First Time,60.2
5,6.1,No,4,High,High,72,Medium,3,3.2,Healthy,Quiet,Yes,1,3,Revision,73.8
0,4.4,No,2,Low,Medium,96,Low,4,0.9,Okay,Distracting,No,3,2,Revision,40.0
5,7.8,No,1,High,Medium,91,Low,3,3.6,Sick,Distracting,Yes,4,3,Revision,55.2
2,7.9,Yes,5,Medium,Low,79,High,2,2.7,Sick,Quiet,Yes,2,2,First Time,48.8
5,6.9,No,5,Low,High,43,High,3,1.1,Healthy,Distracting,Yes,2,1,Revision,80.6
9,4.4,No,4,Low,Low,67,Low,4,0.2,Okay,Distracting,Yes,2,2,First Time,74.4
5,8.5,Yes,1,Low,High,93,Low,2,2.0,Sick,Quiet,Yes,4,2,First Time,81.0
1,8.8,Yes,6,Medium,High,43,Medium,4,2.9,Okay,Quiet,Yes,0,2,Revision,63.6
0,5.0,No,1,High,Low,86,High,1,1.1,Healthy,Quiet,Yes,3,0,First Time,33.8
2,7.5,No,1,High,High,73,High,4,0.7,Sick,Distracting,No,3,0,Revision,50.6
4,8.2,Yes,5,Low,High,88,Medium,2,0.3,Sick,Distracting,Yes,3,1,First Time,67.0
3,6.7,No,1,Low,High,79,High,3,3.4,Okay,Quiet,No,3,1,Revision,69.6
6,5.6,No,6,High,Medium,87,Low,4,0.2,Sick,Quiet,Yes,1,3,First Time,55.8
3,6.4,Yes,1,Medium,Medium,45,Low,3,2.4,Okay,Distracting,Yes,4,3,First Time,65.0
7,6.6,No,7,Low,High,72,Low,4,3.1,Okay,Quiet,No,4,1,First Time,66.0
6,6.0,Yes,7,Low,Low,44,Low,5,3.1,Healthy,Distracting,No,1,0,First Time,65.8
9,8.6,No,1,Medium,Medium,58,Medium,4,2.6,Healthy,Distracting,No,2,1,Revision,86.6
8,7.7,No,1,Low,Medium,57,High,5,2.6,Sick,Distracting,Yes,1,2,First Time,82.4
0,5.2,Yes,6,Medium,High,42,Medium,4,1.9,Healthy,Distracting,Yes,3,0,First Time,49.6
4,6.9,Yes,7,High,Medium,73,Medium,4,1.7,Sick,Quiet,No,4,0,First Time,52.4
3,7.4,Yes,6,High,Low,97,Low,5,0.5,Healthy,Quiet,Yes,2,3,Revision,72.2
5,4.7,Yes,4,Low,Low,41,Medium,1,2.1,Healthy,Distracting,Yes,1,0,Revision,74.2
0,5.8,Yes,5,High,Low,40,Medium,3,0.3,Sick,Distracting,Yes,3,3,Revision,41.0
5,8.5,Yes,3,Medium,Low,74,Medium,2,1.9,Healthy,Quiet,Yes,0,2,First Time,75.2
0,6.8,Yes,7,Low,Medium,90,Low,4,2.9,Okay,Distracting,No,2,0,First Time,35.8
0,5.1,Yes,4,Medium,Medium,43,Medium,2,1.8,Healthy,Quiet,No,3,2,First Time,47.6
7,4.6,Yes,6,High,Low,74,Low,1,2.0,Okay,Distracting,Yes,1,3,Revision,66.2
1,6.6,No,1,High,Medium,47,Low,4,3.4,Sick,Distracting,No,1,2,First Time,23.4
9,6.7,No,3,High,High,83,High,5,2.6,Sick,Distracting,No,3,2,First Time,74.2
5,5.7,Yes,2,Low,High,68,Medium,5,0.5,Healthy,Quiet,Yes,4,1,Revision,100.0
5,7.2,No,3,Medium,High,75,Low,4,2.2,Healthy,Distracting,Yes,0,2,Revision,75.2
5,4.3,Yes,4,Low,High,53,High,5,1.5,Healthy,Quiet,Yes,0,2,Revision,100.0
7,4.7,Yes,5,High,High,81,High,1,0.8,Healthy,Quiet,Yes,0,3,First Time,89.8
3,6.7,No,4,High,Low,88,High,3,2.6,Okay,Distracting,Yes,1,3,First Time,40.2
2,4.3,Yes,5,Low,Medium,69,Low,3,1.5,Healthy,Quiet,Yes,0,0,Revision,69.6
5,8.4,Yes,5,Medium,Low,89,Low,1,3.1,Sick,Quiet,No,1,1,Revision,55.0
3,4.7,Yes,6,High,Low,46,Medium,5,2.3,Healthy,Distracting,No,1,1,First Time,44.8
1,7.4,Yes,5,Medium,Low,52,Low,3,0.4,Healthy,Distracting,Yes,0,3,First Time,51.4
5,6.0,No,2,High,Medium,61,Medium,5,1.4,Okay,Distracting,Yes,1,3,First Time,61.2
9,6.0,Yes,3,Low,High,96,Low,5,1.1,Healthy,Distracting,No,3,1,Revision,100.0
4,7.8,No,4,High,Low,84,High,2,0.6,Healthy,Quiet,Yes,3,1,Revision,61.2
8,6.5,No,4,Low,Medium,93,Low,3,3.2,Okay,Quiet,Yes,4,2,First Time,76.6
5,7.6,Yes,5,Low,Low,41,Medium,5,1.5,Okay,Distracting,Yes,1,0,Revision,79.8
2,6.5,No,6,Low,Medium,47,Medium,2,2.5,Okay,Quiet,Yes,0,2,First Time,45.0
4,7.0,No,2,High,Low,96,High,1,3.5,Sick,Quiet,No,0,1,First Time,36.0
9,7.8,No,2,Medium,High,60,High,3,2.2,Okay,Distracting,Yes,2,3,Revision,97.0
7,7.0,No,1,Medium,Medium,93,High,1,1.0,Sick,Quiet,No,3,3,Revision,80.0
8,7.1,Yes,2,High,Low,59,Medium,1,3.2,Sick,Distracting,Yes,1,1,Revision,75.4
7,7.9,Yes,5,Low,High,50,Low,4,1.7,Okay,Distracting,No,3,3,First Time,84.8
2,8.7,Yes,5,Medium,High,73,Low,3,2.3,Healthy,Quiet,Yes,0,0,Revision,70.0
8,5.9,No,7,Medium,Medium,83,Medium,1,3.6,Healthy,Distracting,Yes,1,0,First Time,59.6
2,6.9,No,3,High,High,44,Medium,1,2.0,Sick,Quiet,No,3,2,First Time,35.8
7,4.4,Yes,5,Low,Medium,92,Medium,1,1.3,Healthy,Quiet,No,4,2,Revision,91.2
9,5.8,No,3,Medium,Medium,87,Medium,5,2.9,Okay,Quiet,Yes,4,3,Revision,94.8
8,6.1,No,2,High,High,69,Low,3,0.5,Okay,Quiet,Yes,0,3,First Time,82.2
6,8.2,Yes,1,High,High,72,High,3,3.7,Healthy,Quiet,No,4,2,Revision,94.2
3,6.6,No,7,Low,Medium,51,Low,3,3.7,Healthy,Distracting,No,1,1,First Time,36.8
9,7.7,No,6,High,High,44,Medium,3,2.3,Sick,Quiet,Yes,2,2,Revision,80.0
8,4.1,Yes,4,Low,Medium,40,High,3,0.6,Healthy,Distracting,Yes,1,1,First Time,95.0
2,6.3,Yes,5,Medium,High,74,Low,1,1.8,Sick,Quiet,Yes,4,0,Revision,59.0
2,8.5,Yes,2,High,Medium,98,Medium,2,1.7,Healthy,Quiet,Yes,3,3,First Time,64.6
1,5.1,Yes,5,Medium,High,64,Medium,4,1.2,Healthy,Quiet,Yes,4,2,Revision,73.8
9,4.2,Yes,3,Low,High,43,Medium,3,0.7,Healthy,Quiet,Yes,1,2,Revision,100.0
2,6.2,Yes,2,Low,Low,48,Low,5,1.1,Healthy,Distracting,No,3,1,First Time,60.2
0,7.5,Yes,4,Low,Low,93,Low,2,2.2,Okay,Quiet,Yes,2,3,Revision,56.6
3,6.3,No,3,High,Medium,88,Low,5,2.7,Healthy,Distracting,Yes,2,3,First Time,49.2
7,6.3,Yes,2,High,Low,83,Medium,1,3.9,Sick,Distracting,No,1,2,Revision,64.8
4,7.3,No,6,High,Low,90,Low,4,0.9,Okay,Distracting,No,0,1,First Time,31.6
1,5.3,Yes,6,Medium,Medium,42,High,1,0.8,Sick,Quiet,No,3,1,Revision,48.0
2,7.8,No,4,Medium,High,69,High,1,0.5,Okay,Quiet,Yes,3,0,Revision,59.4
0,4.8,No,6,High,High,59,Medium,3,3.8,Healthy,Distracting,Yes,4,2,First Time,25.0
1,6.0,No,3,Medium,Medium,49,High,5,1.5,Sick,Quiet,No,4,3,Revision,51.0
0,7.3,No,4,Low,Low,59,Medium,3,3.7,Healthy,Distracting,No,0,1,First Time,26.0
1,8.1,No,2,High,High,79,Low,1,3.6,Okay,Quiet,Yes,0,3,Revision,44.6
2,8.0,Yes,3,Low,Low,42,Medium,4,0.2,Healthy,Quiet,Yes,3,2,Revision,81.6
0,7.6,Yes,6,Low,Medium,50,Medium,2,1.1,Sick,Quiet,Yes,4,0,First Time,45.6
8,5.8,Yes,1,Low,Low,54,Low,1,1.2,Okay,Quiet,Yes,0,2,First Time,91.2
9,4.6,No,5,Medium,Medium,91,Medium,1,1.1,Okay,Quiet,Yes,0,1,Revision,80.0
4,5.1,No,6,Low,Medium,67,Medium,1,1.7,Healthy,Quiet,No,4,3,Revision,61.8
7,8.3,No,1,Medium,High,83,High,5,2.0,Healthy,Distracting,Yes,4,3,Revision,97.4
4,8.3,Yes,4,Low,Medium,74,Medium,2,3.0,Okay,Quiet,No,2,2,First Time,66.4
7,8.8,No,2,High,High,46,High,4,1.1,Sick,Distracting,Yes,4,1,Revision,75.2
6,4.4,No,7,Low,Medium,93,Medium,1,1.2,Sick,Quiet,Yes,3,1,Revision,60.4
3,6.7,Yes,5,Low,High,72,Low,2,2.4,Sick,Distracting,Yes,1,3,First Time,60.6
6,7.2,Yes,2,High,Low,81,Low,1,0.7,Healthy,Distracting,Yes,0,0,First Time,69.2
5,7.6,Yes,4,Medium,Medium,88,High,2,1.9,Healthy,Distracting,Yes,0,2,First Time,77.0
2,7.2,No,2,High,Low,77,Medium,2,1.0,Okay,Quiet,Yes,2,3,First Time,43.6
8,7.9,No,3,Low,Medium,58,Medium,5,0.8,Healthy,Quiet,No,1,2,First Time,89.6
9,5.8,Yes,3,Low,Medium,96,Medium,5,3.2,Healthy,Distracting,Yes,4,3,First Time,100.0
8,4.9,No,6,Medium,Medium,83,High,2,2.8,Healthy,Distracting,No,2,1,First Time,61.2
4,5.0,No,6,Low,High,68,High,3,1.0,Sick,Distracting,No,0,0,First Time,47.0
7,4.1,No,6,Low,High,99,High,1,1.7,Okay,Distracting,Yes,0,1,Revision,72.8
6,5.8,No,6,Medium,Low,41,High,5,0.6,Okay,Distracting,No,4,0,Revision,61.4
8,4.5,Yes,4,Medium,Low,83,High,2,0.2,Healthy,Quiet,No,2,2,Revision,95.6
6,5.6,No,2,Medium,Medium,58,High,3,2.3,Healthy,Distracting,Yes,4,1,First Time,68.6
3,7.1,No,6,Medium,Low,48,Low,2,1.5,Sick,Quiet,Yes,4,1,First Time,32.8
3,8.5,Yes,4,Low,Medium,99,Low,4,0.8,Sick,Distracting,Yes,4,3,Revision,70.4
7,8.2,No,7,Medium,Medium,45,Medium,2,0.5,Healthy,Quiet,No,4,3,Revision,75.6
5,5.3,No,5,Medium,Medium,56,Medium,4,2.7,Sick,Quiet,No,4,1,Revision,54.2
8,4.7,Yes,6,Low,High,41,High,5,1.1,Healthy,Quiet,Yes,3,3,First Time,100.0
9,5.0,No,2,Medium,Low,78,Low,5,3.6,Okay,Distracting,No,4,2,First Time,64.8
6,8.9,Yes,3,Low,High,45,High,2,0.8,Sick,Distracting,No,3,2,Revision,86.6
6,6.7,No,1,Medium,Medium,53,Low,5,1.0,Sick,Distracting,Yes,3,0,First Time,63.4
3,4.9,No,7,Medium,Medium,88,Low,2,3.4,Okay,Distracting,No,4,0,First Time,22.0
2,8.2,No,3,High,High,65,Low,2,2.3,Okay,Distracting,No,4,3,First Time,33.0
7,6.0,Yes,2,Low,Low,57,Low,4,0.4,Sick,Distracting,Yes,1,3,Revision,91.2
6,8.5,No,2,Medium,High,45,High,1,2.2,Sick,Quiet,No,1,2,First Time,62.6
3,5.3,No,7,High,High,51,High,2,1.2,Healthy,Distracting,No,0,3,Revision,50.2
3,6.0,Yes,2,High,Low,77,High,1,2.9,Sick,Distracting,Yes,4,1,Revision,52.2
0,6.5,No,2,Low,Medium,61,Low,3,0.3,Healthy,Distracting,No,0,2,Revision,48.4
6,8.5,No,6,High,Low,53,Medium,5,3.7,Okay,Distracting,Yes,3,0,Revision,51.6
0,8.3,No,5,Low,Low,52,High,3,1.9,Okay,Distracting,Yes,1,2,First Time,30.6
9,6.9,Yes,1,High,High,48,High,3,2.9,Healthy,Quiet,Yes,2,3,First Time,100.0
9,5.1,Yes,6,Low,Medium,89,Medium,2,2.8,Okay,Quiet,Yes,0,3,First Time,93.6
3,6.0,Yes,3,Medium,Medium,81,High,3,0.7,Sick,Distracting,Yes,0,0,Revision,68.6
2,8.9,No,5,Low,Medium,71,High,2,3.5,Okay,Quiet,Yes,1,2,Revision,53.2
2,7.0,Yes,7,High,High,49,Low,5,0.9,Sick,Distracting,Yes,3,0,Revision,55.2
0,7.9,No,4,Low,High,66,Medium,5,0.8,Okay,Distracting,Yes,1,2,First Time,46.6
3,6.2,Yes,2,Medium,Low,53,Medium,3,2.1,Okay,Quiet,No,3,2,Revision,68.2
0,6.7,Yes,7,Medium,Low,48,Medium,2,3.9,Sick,Quiet,No,4,3,Revision,35.6
7,6.1,No,3,High,High,48,High,4,1.3,Sick,Distracting,Yes,2,2,Revision,76.6
0,7.5,Yes,4,High,Low,65,Medium,4,3.9,Healthy,Quiet,No,4,2,First Time,40.2
5,8.3,Yes,1,High,High,96,Low,1,1.7,Healthy,Distracting,No,0,1,First Time,67.0
6,6.5,No,3,Medium,Low,71,Medium,1,3.3,Sick,Distracting,Yes,1,3,Revision,56.4
9,6.4,No,7,Medium,Medium,80,Medium,1,2.1,Sick,Quiet,Yes,2,2,First Time,66.6
1,5.7,No,5,High,High,74,Low,3,0.8,Healthy,Quiet,No,1,2,First Time,37.8
3,4.9,No,6,Medium,Low,65,High,2,3.5,Sick,Quiet,Yes,1,3,First Time,34.8
2,8.7,No,4,Medium,High,80,Low,1,0.3,Okay,Quiet,No,2,1,First Time,39.0
8,5.6,No,3,High,High,84,Low,2,2.7,Okay,Distracting,No,3,0,Revision,65.8
6,8.0,No,6,Medium,Low,81,Medium,3,3.3,Healthy,Quiet,Yes,1,2,Revision,67.4
1,7.6,No,6,High,Low,96,Medium,2,3.3,Okay,Distracting,No,1,2,First Time,12.2
5,8.0,Yes,6,Medium,High,42,Medium,2,2.6,Okay,Quiet,No,4,2,First Time,68.8
8,8.7,No,5,Low,High,69,Medium,3,1.0,Healthy,Distracting,Yes,1,0,Revision,89.6
2,7.1,Yes,2,Low,Low,68,Low,4,2.1,Okay,Distracting,No,3,0,First Time,52.6
5,8.5,No,3,Medium,Medium,59,High,2,2.5,Healthy,Quiet,Yes,4,3,First Time,69.0
2,4.8,No,6,Medium,Medium,43,High,2,3.6,Okay,Distracting,No,3,0,First Time,24.4
2,7.1,Yes,2,Low,Medium,53,Medium,5,0.6,Sick,Distracting,No,3,0,Revision,68.6
3,7.9,Yes,6,High,High,84,Medium,5,1.9,Okay,Quiet,Yes,4,3,Revision,76.4
8,5.4,Yes,4,High,Medium,91,Medium,1,1.3,Healthy,Distracting,No,1,2,Revision,84.2
7,7.7,No,7,Low,High,78,High,1,1.7,Okay,Quiet,Yes,1,0,First Time,73.2
0,7.9,No,4,High,Low,60,Low,3,0.7,Healthy,Quiet,No,2,3,Revision,35.8
0,8.2,No,4,High,Medium,46,Low,3,0.9,Healthy,Quiet,Yes,3,3,First Time,36.8
6,5.6,No,2,Low,Low,45,High,5,3.1,Healthy,Distracting,No,0,0,Revision,74.0
2,7.4,Yes,2,Low,Medium,94,Low,5,1.9,Okay,Distracting,No,0,0,First Time,59.4
6,5.5,No,6,Medium,Medium,79,High,1,2.1,Sick,Distracting,Yes,0,2,First Time,48.8
8,7.7,Yes,5,Low,Low,45,Low,5,3.6,Okay,Distracting,No,0,1,Revision,82.4
2,6.3,No,3,Low,Low,64,Low,2,1.0,Sick,Distracting,No,0,3,First Time,31.6
2,7.0,No,5,High,High,43,Medium,2,1.3,Healthy,Quiet,No,2,2,First Time,45.4
1,6.1,Yes,7,High,Low,99,High,5,1.2,Sick,Quiet,No,2,3,First Time,40.8
9,4.8,No,2,Medium,High,76,High,3,2.6,Healthy,Distracting,Yes,2,1,First Time,86.4
0,4.9,Yes,7,High,High,96,Medium,1,2.2,Healthy,Quiet,Yes,0,3,First Time,45.4
8,4.4,No,3,High,Low,64,Medium,2,1.9,Healthy,Distracting,No,4,1,First Time,55.0
5,7.1,No,7,High,Medium,57,High,3,2.7,Okay,Quiet,No,3,1,Revision,54.4
5,8.2,No,7,Low,Medium,73,High,5,1.9,Okay,Distracting,No,0,1,First Time,53.8
7,4.1,No,4,High,Medium,64,Medium,1,3.3,Okay,Quiet,No,2,0,Revision,56.6
4,4.3,No,5,Low,Low,61,High,1,1.6,Sick,Quiet,Yes,0,0,First Time,43.4
8,6.3,Yes,7,High,Medium,95,Medium,3,3.6,Okay,Distracting,Yes,2,3,First Time,73.4
4,7.7,No,5,Low,High,85,High,3,0.5,Healthy,Distracting,No,4,3,First Time,66.6
1,4.8,No,5,High,Low,95,Medium,3,0.4,Healthy,Quiet,No,2,3,Revision,39.8
5,5.4,No,2,Medium,High,95,High,5,2.6,Okay,Distracting,No,0,3,First Time,65.6
8,5.2,No,3,Medium,Medium,53,High,5,1.6,Sick,Quiet,Yes,4,1,Revision,85.2
2,6.0,Yes,4,Medium,Medium,76,Low,3,1.8,Sick,Quiet,Yes,0,0,Revision,59.4
9,5.1,No,2,High,Medium,50,High,5,2.8,Okay,Quiet,No,2,2,First Time,78.6
3,5.8,Yes,4,Medium,High,66,Medium,1,0.9,Healthy,Quiet,No,2,2,First Time,68.8
